1575123297.433927,0
1575123297.537830,19
1575123297.644126,20
1575123297.752623,17
1575123297.862407,20
1575123297.966151,20
1575123298.070914,19
1575123298.175522,13
1575123298.293771,0
1575123298.398927,18
1575123298.503446,20
1575123298.610673,19
1575123298.714760,18
1575123298.818740,19
1575123298.922928,16
1575123299.027770,6
1575123299.136630,9
1575123299.240522,12
1575123299.344268,13
1575123299.448910,14
1575123299.556480,16
1575123299.661747,17
1575123299.766628,18
1575123299.872617,14
1575123299.978230,15
1575123300.082772,17
1575123300.186617,19
1575123300.292189,18
1575123300.396718,15
1575123300.502169,14
1575123300.607361,14
1575123300.714884,16
1575123300.819177,18
1575123300.923544,18
1575123301.029050,20
1575123301.162851,14
1575123301.267476,3
1575123301.376229,6
1575123301.485613,7
1575123301.589554,8
1575123301.695465,10
1575123301.798903,10
1575123301.903526,11
1575123302.010887,13
1575123302.116773,12
1575123302.222060,14
1575123302.328924,14
1575123302.434644,14
1575123302.539670,14
1575123302.648323,16
1575123302.752693,15
1575123302.857594,17
1575123302.978484,16
1575123303.082353,17
1575123303.187866,18
1575123303.292548,19
1575123303.398210,19
1575123303.510945,18
1575123303.616775,11
1575123303.726865,13
1575123303.830787,12
1575123303.936189,13
1575123304.040496,14
1575123304.146158,13
1575123304.250531,14
1575123304.355022,15
1575123304.462052,15
1575123304.569975,15
1575123304.679870,17
1575123304.788107,17
1575123304.892672,18
1575123304.996376,19
1575123305.100990,20
1575123305.204728,20
1575123305.313605,19
1575123305.419690,10
1575123305.536071,10
1575123305.666180,11
1575123305.784858,13
1575123305.892883,14
1575123305.998296,13
1575123306.102600,15
1575123306.207964,16
1575123306.312752,19
1575123306.417664,12
1575123306.522749,9
1575123306.626351,10
1575123306.734716,7
1575123306.842061,19
1575123306.948172,18
1575123307.052343,3
1575123307.158144,12
1575123307.262796,19
1575123307.367207,20
1575123307.472097,3
1575123307.579262,6
1575123307.685481,7
1575123307.793894,7
1575123307.897636,9
1575123308.002177,9
1575123308.108366,11
1575123308.213589,11
1575123308.318921,12
1575123308.425549,12
1575123308.529149,14
1575123308.648115,13
1575123308.752532,14
1575123308.863566,17
1575123308.967513,16
1575123309.071137,18
1575123309.176473,17
1575123309.280665,18
1575123309.385092,18
1575123309.490489,19
1575123309.597174,19
1575123309.703374,19
1575123309.808250,9
1575123309.912243,11
1575123310.016264,11
1575123310.121150,12
1575123310.225884,12
1575123310.332533,14
1575123310.437127,15
1575123310.542025,15
1575123310.646357,16
1575123310.749885,16
1575123310.854137,16
1575123310.958746,17
1575123311.067483,17
1575123311.172024,18
1575123311.280638,20
1575123311.384291,20
1575123311.489245,14
1575123311.594339,11
1575123311.698901,12
1575123311.805183,12
1575123311.911062,12
1575123312.015874,14
1575123312.120057,13
1575123312.228245,14
1575123312.333488,14
1575123312.450802,15
1575123312.556227,17
1575123312.662210,17
1575123312.766132,19
1575123312.870851,17
1575123312.974944,6
1575123313.106044,8
1575123313.218591,11
1575123313.325766,18
1575123313.430152,19
1575123313.533912,18
1575123313.646015,20
1575123313.753025,19
1575123313.860527,3
1575123313.964320,5
1575123314.068708,14
1575123314.172960,7
1575123314.276690,7
1575123314.381404,8
1575123314.486008,10
1575123314.590469,11
1575123314.698884,11
1575123314.803223,11
1575123314.911862,14
1575123315.016607,14
1575123315.122665,15
1575123315.228615,15
1575123315.333121,16
1575123315.439411,16
1575123315.560369,16
1575123315.665621,16
1575123315.769337,17
1575123315.873341,18
1575123315.977601,18
1575123316.082211,19
1575123316.186324,19
1575123316.290551,19
1575123316.395529,19
1575123316.500232,15
1575123316.604529,10
1575123316.708536,11
1575123316.813236,12
1575123316.917759,13
1575123317.021928,14
1575123317.126107,14
1575123317.230807,15
1575123317.335328,16
1575123317.442122,17
1575123317.545851,17
1575123317.650888,18
1575123317.755880,19
1575123317.859999,19
1575123317.965319,19
1575123318.069143,15
1575123318.176384,9
1575123318.281401,10
1575123318.389973,11
1575123318.494121,11
1575123318.598866,13
1575123318.703000,13
1575123318.807922,14
1575123318.912265,14
1575123319.017242,15
1575123319.121983,17
1575123319.225603,20
1575123319.329826,13
1575123319.434631,12
1575123319.539011,14
1575123319.644677,13
1575123319.749309,13
1575123319.854883,19
1575123319.959714,19
1575123320.069127,0
1575123320.176006,16
1575123320.280413,2
1575123320.384107,5
1575123320.488548,6
1575123320.593733,7
1575123320.697307,8
1575123320.801808,8
1575123320.908608,9
1575123321.015495,9
1575123321.119316,10
1575123321.223013,11
1575123321.327487,11
1575123321.432181,12
1575123321.536492,14
1575123321.641484,15
1575123321.748009,14
1575123321.855674,16
1575123321.960104,16
1575123322.064748,16
1575123322.169398,18
1575123322.273517,17
1575123322.377905,18
1575123322.481922,19
1575123322.586724,19
1575123322.692582,19
1575123322.796553,10
1575123322.901390,11
1575123323.008524,12
1575123323.112307,14
1575123323.216658,14
1575123323.321735,15
1575123323.426844,14
1575123323.530860,16
1575123323.634736,17
1575123323.741406,14
1575123323.846000,17
1575123323.950012,18
1575123324.055365,17
1575123324.159698,18
1575123324.269872,18
1575123324.374707,19
1575123324.479364,19
1575123324.583412,20
1575123324.687610,9
1575123324.792529,11
1575123324.896738,11
1575123325.000911,12
1575123325.107257,13
1575123325.211265,13
1575123325.315486,19
1575123325.421682,20
1575123325.526423,6
