1575123367.731720,0
1575123367.835648,46
1575123367.940918,85
1575123368.047540,100
1575123368.151565,100
1575123368.255940,100
1575123368.361192,99
1575123368.466548,100
1575123368.570695,99
1575123368.676272,99
1575123368.780275,58
1575123368.884815,87
1575123368.989145,81
1575123369.093421,87
1575123369.197842,90
1575123369.301221,85
1575123369.405365,81
1575123369.510957,55
1575123369.614829,53
1575123369.719170,57
1575123369.823479,61
1575123369.929263,64
1575123370.034755,72
1575123370.139266,80
1575123370.244289,78
1575123370.348629,54
1575123370.453101,51
1575123370.557619,62
1575123370.664209,62
1575123370.769153,73
1575123370.873698,71
1575123370.980341,80
1575123371.085048,74
1575123371.190925,54
1575123371.295546,52
1575123371.400286,54
1575123371.505666,54
1575123371.609236,55
1575123371.714191,54
1575123371.817781,54
1575123371.922140,55
1575123372.026343,55
1575123372.131709,55
1575123372.236310,55
1575123372.340281,55
1575123372.445193,55
1575123372.552960,56
1575123372.659013,56
1575123372.764457,56
1575123372.868721,55
1575123372.974081,56
1575123373.081225,56
1575123373.186431,56
1575123373.291104,56
1575123373.398628,56
1575123373.502740,56
1575123373.607884,56
1575123373.714160,57
1575123373.819320,56
1575123373.925082,57
1575123374.030092,58
1575123374.137162,58
1575123374.241523,60
1575123374.345996,59
1575123374.449292,60
1575123374.554213,60
1575123374.658424,59
1575123374.763277,59
1575123374.868320,60
1575123374.972651,60
1575123375.078059,61
1575123375.182754,60
1575123375.286908,60
1575123375.391344,59
1575123375.498447,61
1575123375.602980,60
1575123375.707096,61
1575123375.813984,60
1575123375.918775,61
1575123376.022540,60
1575123376.129371,62
1575123376.233733,62
1575123376.338382,69
1575123376.443728,69
1575123376.548761,71
1575123376.654301,75
1575123376.758958,76
1575123376.863359,88
1575123376.972366,87
1575123377.077439,80
1575123377.181633,80
1575123377.287978,65
1575123377.392231,65
1575123377.495668,70
1575123377.604613,72
1575123377.709231,75
1575123377.815738,85
1575123377.920205,84
1575123378.023702,93
1575123378.128087,93
1575123378.236848,67
1575123378.341601,67
1575123378.447718,72
1575123378.553505,71
1575123378.660765,76
1575123378.766119,85
1575123378.871847,85
1575123378.977183,93
1575123379.082798,95
1575123379.187623,67
1575123379.293682,67
1575123379.398412,65
1575123379.503264,66
1575123379.608688,65
1575123379.713640,65
1575123379.817686,68
1575123379.921690,67
1575123380.025824,68
1575123380.129942,67
1575123380.233183,68
1575123380.336888,67
1575123380.440872,68
1575123380.544791,69
1575123380.652602,68
1575123380.757420,68
1575123380.863269,68
1575123380.967827,68
1575123381.071966,69
1575123381.177317,68
1575123381.282714,69
1575123381.387438,70
1575123381.493351,70
1575123381.598480,69
1575123381.703694,69
1575123381.807615,69
1575123381.913499,70
1575123382.018215,69
1575123382.122286,70
1575123382.227008,69
1575123382.331178,69
1575123382.438898,70
1575123382.543077,71
1575123382.646906,72
1575123382.750893,72
1575123382.856545,72
1575123382.961018,72
1575123383.064697,71
1575123383.170115,71
1575123383.277199,71
1575123383.381538,73
1575123383.486793,72
1575123383.591418,73
1575123383.696971,72
1575123383.819441,72
1575123383.923876,72
1575123384.029527,72
1575123384.133298,74
1575123384.238506,74
1575123384.342978,75
1575123384.448566,81
1575123384.553743,80
1575123384.659085,84
1575123384.763286,83
1575123384.867383,93
1575123384.971369,95
1575123385.076689,94
1575123385.183435,94
1575123385.289146,84
1575123385.394308,88
1575123385.498823,89
1575123385.603074,74
1575123385.707480,73
1575123385.812408,76
1575123385.917980,76
1575123386.022165,75
1575123386.128587,76
1575123386.232774,76
1575123386.337683,77
1575123386.443715,86
1575123386.547985,87
1575123386.652586,87
1575123386.758719,86
1575123386.862926,96
1575123386.967545,97
1575123387.071109,99
1575123387.175401,94
1575123387.279485,94
1575123387.382990,95
1575123387.486686,96
1575123387.591417,77
1575123387.695967,78
1575123387.800695,77
1575123387.904605,78
1575123388.009285,77
1575123388.113023,79
1575123388.218742,78
1575123388.331744,80
1575123388.437773,78
1575123388.545401,85
1575123388.651372,87
1575123388.757859,87
1575123388.863552,98
1575123388.968099,99
1575123389.073897,100
1575123389.179195,94
1575123389.284137,95
1575123389.388702,99
1575123389.494283,98
1575123389.598254,79
1575123389.702451,79
1575123389.807341,80
1575123389.916301,79
1575123390.020888,82
1575123390.126294,82
1575123390.231064,81
1575123390.335278,82
1575123390.439442,83
1575123390.543484,84
1575123390.648234,82
1575123390.752607,81
1575123390.858564,83
1575123390.962471,82
1575123391.067227,82
1575123391.172609,81
1575123391.278676,81
1575123391.382813,80
1575123391.487457,80
1575123391.593401,82
1575123391.698600,83
1575123391.803354,82
1575123391.908150,82
1575123392.012040,83
1575123392.116957,82
1575123392.221122,82
1575123392.325455,83
1575123392.430441,82
1575123392.534903,83
1575123392.639428,83
1575123392.743583,83
1575123392.847643,83
1575123392.952845,84
1575123393.060096,84
1575123393.165165,84
1575123393.269001,83
1575123393.373982,85
1575123393.478151,85
1575123393.583305,84
1575123393.694752,84
1575123393.799807,84
1575123393.904402,84
1575123394.011280,85
1575123394.116501,84
1575123394.221704,86
1575123394.325961,85
1575123394.430141,85
1575123394.535324,86
1575123394.643056,84
1575123394.748643,85
1575123394.853325,85
1575123394.956979,86
1575123395.061513,87
1575123395.165868,86
1575123395.270177,86
1575123395.374406,87
1575123395.478407,87
1575123395.583116,86
1575123395.687653,86
1575123395.793996,87
1575123395.897469,89
1575123396.001973,98
1575123396.108881,99
1575123396.213218,98
1575123396.317842,97
1575123396.422808,100
1575123396.527722,99
1575123396.631906,97
1575123396.736823,99
1575123396.842657,98
1575123396.947336,95
1575123397.051093,71
1575123397.156752,64
1575123397.261928,22
1575123397.366697,32
1575123397.471201,42
1575123397.576038,50
1575123397.680715,29
1575123397.786427,34
1575123397.890695,32
1575123397.994866,48
1575123398.099283,54
1575123398.203626,27
1575123398.308216,24
1575123398.412493,25
1575123398.516728,25
1575123398.623224,26
1575123398.727994,26
1575123398.832049,26
1575123398.936691,27
1575123399.042841,28
1575123399.150111,28
1575123399.257532,28
1575123399.362277,28
1575123399.466353,29
1575123399.571189,30
1575123399.676461,30
1575123399.781577,29
1575123399.885602,29
1575123399.989297,29
1575123400.092925,30
1575123400.197974,31
1575123400.302241,31
1575123400.406832,32
1575123400.511053,32
1575123400.615247,33
1575123400.721495,33
1575123400.826154,33
1575123400.930987,34
1575123401.036686,33
1575123401.144640,34
1575123401.249578,35
1575123401.353975,35
1575123401.460182,34
1575123401.564959,36
1575123401.669129,35
1575123401.776098,36
1575123401.880494,36
1575123401.984326,37
1575123402.091333,37
1575123402.195692,36
1575123402.300374,37
1575123402.406820,37
1575123402.511030,36
1575123402.617110,35
1575123402.721092,38
1575123402.826167,38
1575123402.931170,38
1575123403.035608,38
1575123403.139587,39
1575123403.244326,40
1575123403.347911,48
1575123403.455699,49
1575123403.561540,62
1575123403.665255,67
1575123403.768835,69
1575123403.875089,42
1575123403.979972,47
1575123404.084623,49
1575123404.191517,52
1575123404.295216,62
1575123404.399395,71
1575123404.509149,61
1575123404.614022,44
1575123404.718467,50
1575123404.823669,52
1575123404.928351,62
1575123405.032538,62
1575123405.137325,71
1575123405.240663,60
1575123405.345883,46
1575123405.449883,43
1575123405.555579,43
1575123405.660562,44
1575123405.765149,45
1575123405.869335,44
1575123405.976548,45
1575123406.083042,44
1575123406.187203,45
1575123406.292505,46
1575123406.396670,47
1575123406.501521,47
1575123406.607005,45
1575123406.712348,46
1575123406.818111,46
1575123406.925284,47
1575123407.029804,46
1575123407.134300,47
1575123407.239343,48
1575123407.343636,48
1575123407.447987,48
1575123407.553709,48
1575123407.658781,47
1575123407.762610,48
1575123407.868635,48
1575123407.979942,48
1575123408.084784,49
1575123408.188854,49
1575123408.292573,49
1575123408.396663,51
1575123408.501373,51
1575123408.606164,50
1575123408.712381,51
1575123408.816293,52
1575123408.922568,50
1575123409.026787,51
1575123409.131440,50
1575123409.235992,51
1575123409.342293,51
1575123409.447422,51
1575123409.554516,52
1575123409.658671,52
1575123409.763851,52
1575123409.868556,52
1575123409.972481,53
1575123410.076977,53
1575123410.182173,52
1575123410.286927,55
1575123410.390819,55
1575123410.495064,61
1575123410.601076,63
1575123410.704566,63
1575123410.808619,73
1575123410.912694,78
1575123411.019050,84
1575123411.123297,76
1575123411.227752,58
1575123411.332104,57
1575123411.438032,63
1575123411.541840,65
1575123411.649284,66
1575123411.757155,76
1575123411.862429,89
1575123411.966926,83
1575123412.072997,65
1575123412.177348,59
1575123412.282261,66
1575123412.389283,64
1575123412.494561,66
1575123412.601183,77
1575123412.706544,78
1575123412.810612,86
1575123412.920322,82
1575123413.026734,59
1575123413.131076,57
1575123413.235503,57
1575123413.340583,58
1575123413.444686,57
1575123413.548820,58
1575123413.653060,57
1575123413.757461,58
1575123413.862089,59
1575123413.966174,58
1575123414.070321,59
1575123414.175042,59
1575123414.278514,60
1575123414.382576,60
1575123414.487055,61
1575123414.592763,60
1575123414.697437,60
1575123414.802188,60
1575123414.906774,61
1575123415.010782,60
1575123415.114341,61
1575123415.218051,61
1575123415.321707,61
1575123415.425938,62
1575123415.529840,62
1575123415.633922,61
1575123415.738735,62
1575123415.843167,62
1575123415.947444,63
1575123416.054839,61
1575123416.159085,62
1575123416.262997,62
1575123416.382477,62
1575123416.487059,63
1575123416.592624,63
1575123416.697182,63
1575123416.801660,63
1575123416.905910,64
1575123417.010431,65
1575123417.114414,65
1575123417.221356,65
1575123417.328145,64
1575123417.431918,65
1575123417.537309,64
1575123417.641182,65
1575123417.745980,66
1575123417.850617,65
1575123417.956203,66
1575123418.060685,67
1575123418.165544,75
1575123418.272874,76
1575123418.378513,76
1575123418.482627,76
1575123418.588542,87
1575123418.692907,87
1575123418.796691,92
1575123418.901043,92
1575123419.005783,67
1575123419.109859,68
1575123419.213988,67
1575123419.319329,68
1575123419.423342,70
1575123419.528612,69
1575123419.632616,70
1575123419.737258,70
1575123419.842606,75
1575123419.946570,78
1575123420.050885,78
1575123420.154849,89
1575123420.259453,89
1575123420.364752,93
1575123420.471144,94
1575123420.576733,84
1575123420.680845,70
1575123420.790747,69
1575123420.894972,69
1575123420.999389,69
1575123421.105500,69
1575123421.210016,70
1575123421.313559,70
1575123421.420199,72
1575123421.525130,71
1575123421.629519,72
1575123421.734902,72
1575123421.841083,71
1575123421.944703,81
1575123422.049232,81
1575123422.156341,81
1575123422.260209,82
1575123422.365476,91
1575123422.469886,93
1575123422.575317,96
1575123422.679962,95
1575123422.785468,76
1575123422.889403,75
1575123422.993422,74
1575123423.099997,72
1575123423.206844,73
1575123423.311073,72
1575123423.417830,72
1575123423.523839,73
1575123423.628909,73
1575123423.735392,75
1575123423.840670,75
1575123423.945945,75
1575123424.051753,74
1575123424.155608,74
1575123424.260161,75
1575123424.368238,74
1575123424.472768,75
1575123424.577889,74
1575123424.684744,74
1575123424.789107,73
1575123424.893147,73
1575123424.999523,73
1575123425.103328,74
1575123425.209341,74
1575123425.313328,75
1575123425.418498,75
1575123425.522377,75
1575123425.626851,76
1575123425.731898,76
1575123425.837895,75
1575123425.942133,76
1575123426.046634,76
1575123426.153733,76
1575123426.258215,76
1575123426.363708,76
1575123426.469668,77
1575123426.575200,77
1575123426.680943,77
1575123426.786417,78
1575123426.891171,77
1575123426.996122,77
1575123427.104046,78
1575123427.209266,78
1575123427.313488,78
1575123427.417361,78
1575123427.521002,78
1575123427.624773,79
1575123427.729390,79
1575123427.835289,79
1575123427.939994,78
1575123428.044528,78
1575123428.149296,79
1575123428.254206,79
1575123428.359109,79
1575123428.463532,80
1575123428.569580,48
1575123428.674393,6
1575123428.778523,0
1575123428.887846,0
1575123428.991605,0
1575123429.095651,0
1575123429.201533,0
